,Frame,Num_detections,Yolo_det,Sort_tracks,Sort_track_nums,iou_RFID,read_outs
1451,1451,3,"[[401, 250, 497, 322, 0.9999], [35, 65, 108, 168, 0.9998], [415, 171, 501, 252, 0.7981]]","[[423, 183, 499, 246, 42], [33, 63, 109, 168, 40], [399, 250, 497, 321, 34]]","[42, 40, 34]",{},{}
1452,1452,3,"[[402, 250, 499, 326, 0.9999], [31, 68, 111, 162, 0.9992], [417, 171, 503, 254, 0.7256]]","[[422, 180, 500, 246, 42], [32, 64, 109, 166, 40], [400, 251, 498, 323, 34]]","[42, 40, 34]",{},{}
1453,1453,3,"[[395, 253, 493, 320, 1.0], [30, 61, 112, 164, 0.9646], [413, 188, 499, 256, 0.6926]]","[[420, 186, 497, 250, 42], [31, 61, 110, 164, 40], [397, 251, 494, 322, 34]]","[42, 40, 34]",{},{}
1454,1454,3,"[[396, 254, 496, 320, 1.0], [408, 190, 505, 258, 0.9727], [30, 59, 115, 147, 0.5336]]","[[418, 190, 497, 253, 42], [31, 57, 112, 155, 40], [396, 252, 494, 321, 34]]","[42, 40, 34]",{},{}
1455,1455,3,"[[399, 251, 494, 320, 0.9998], [416, 193, 504, 266, 0.6943], [54, 41, 197, 159, 0.1035]]","[[420, 195, 499, 258, 42], [31, 55, 112, 154, 40], [397, 251, 494, 320, 34]]","[42, 40, 34]",{},{}
1456,1456,3,"[[399, 249, 494, 323, 0.9999], [416, 197, 502, 269, 0.8496], [57, 41, 193, 160, 0.0722]]","[[56, 41, 193, 159, 43], [420, 199, 499, 263, 42], [397, 250, 494, 321, 34]]","[43, 42, 34]",{},{}
1457,1457,2,"[[404, 252, 500, 327, 0.9999], [417, 190, 510, 256, 0.2956]]","[[57, 43, 191, 158, 43], [423, 195, 502, 257, 42], [401, 252, 498, 324, 34]]","[43, 42, 34]",{},{}
1458,1458,3,"[[406, 255, 507, 328, 1.0], [420, 184, 509, 265, 0.8894], [60, 43, 196, 160, 0.0577]]","[[59, 43, 195, 159, 43], [424, 192, 504, 257, 42], [405, 254, 503, 326, 34]]","[43, 42, 34]",{},{}
1459,1459,3,"[[406, 253, 507, 329, 1.0], [424, 175, 509, 270, 0.9356], [52, 45, 203, 155, 0.3916]]","[[56, 43, 198, 157, 43], [425, 188, 506, 259, 42], [406, 254, 505, 327, 34]]","[43, 42, 34]","{2: [0.0, 0.13166023166023166, 0.19337594421847762]}",{2: '2018121360'}
1460,1460,3,"[[400, 249, 502, 328, 1.0], [423, 176, 508, 266, 0.9419], [156, 38, 220, 105, 0.6953]]","[[57, 43, 199, 157, 43], [426, 184, 506, 259, 42], [403, 252, 502, 326, 34]]","[43, 42, 34]","{2: [0.0, 0.12757201646090535, 0.17791411042944785]}",{2: '2018121360'}
1461,1461,3,"[[411, 245, 505, 326, 0.996], [423, 179, 508, 266, 0.822], [153, 37, 218, 105, 0.6699]]","[[153, 36, 217, 105, 44], [426, 184, 506, 260, 42], [407, 248, 505, 325, 34]]","[44, 42, 34]",{},{}
1462,1462,3,"[[408, 247, 504, 328, 0.9983], [425, 181, 509, 267, 0.8393], [153, 38, 215, 105, 0.3753]]","[[152, 38, 215, 104, 44], [427, 184, 507, 261, 42], [407, 248, 505, 326, 34]]","[44, 42, 34]",{},{}
1463,1463,3,"[[409, 252, 502, 330, 0.9988], [151, 37, 217, 107, 0.8321], [423, 184, 509, 266, 0.2462]]","[[151, 37, 216, 106, 44], [427, 186, 506, 262, 42], [407, 250, 504, 328, 34]]","[44, 42, 34]",{},{}
1464,1464,3,"[[409, 253, 505, 334, 0.9966], [152, 37, 220, 111, 0.9632], [423, 181, 509, 269, 0.4035]]","[[151, 37, 218, 109, 44], [426, 185, 506, 264, 42], [408, 252, 504, 331, 34]]","[44, 42, 34]",{},{}
1465,1465,3,"[[406, 256, 504, 330, 0.9814], [427, 179, 506, 271, 0.9656], [153, 36, 220, 106, 0.908]]","[[152, 36, 219, 107, 44], [427, 184, 506, 265, 42], [407, 254, 504, 331, 34]]","[44, 42, 34]",{},{}
1466,1466,3,"[[407, 250, 507, 326, 0.9972], [154, 38, 219, 103, 0.824], [426, 186, 508, 266, 0.5896]]","[[153, 36, 219, 105, 44], [428, 186, 506, 264, 42], [407, 251, 505, 328, 34]]","[44, 42, 34]",{},{}
1467,1467,3,"[[410, 249, 506, 325, 0.9838], [155, 34, 223, 109, 0.9598], [425, 184, 508, 268, 0.9282]]","[[154, 35, 222, 107, 44], [428, 186, 505, 265, 42], [409, 249, 506, 326, 34]]","[44, 42, 34]",{},{}
1468,1468,3,"[[412, 254, 508, 331, 0.976], [426, 184, 507, 267, 0.9685], [156, 30, 220, 119, 0.8454]]","[[154, 34, 222, 112, 44], [428, 186, 505, 264, 42], [410, 252, 507, 329, 34]]","[44, 42, 34]",{},{}
1469,1469,3,"[[434, 184, 505, 269, 0.9842], [154, 30, 227, 120, 0.9324], [408, 256, 505, 336, 0.2454]]","[[154, 33, 225, 115, 44], [431, 187, 505, 265, 42], [409, 255, 506, 333, 34]]","[44, 42, 34]",{},{}
1470,1470,3,"[[156, 32, 227, 117, 0.8646], [431, 191, 506, 263, 0.8382], [412, 256, 507, 328, 0.0781]]","[[155, 32, 227, 116, 44], [432, 189, 505, 264, 42], [410, 254, 507, 331, 34]]","[44, 42, 34]","{2: [0.0, 0.1564154786150713, 0.20221891799153607]}",{2: '2018121255'}
1471,1471,3,"[[146, 21, 241, 151, 0.9737], [439, 182, 503, 276, 0.8841], [393, 290, 505, 356, 0.7966]]","[[150, 31, 234, 133, 44], [436, 189, 505, 267, 42], [402, 276, 503, 349, 34]]","[44, 42, 34]","{2: [0.0, 0.17391304347826086, 0.09458749343142407]}",{2: '2018121255'}
1472,1472,3,"[[153, 30, 242, 169, 0.9903], [383, 291, 499, 361, 0.9774], [441, 184, 501, 295, 0.9692]]","[[151, 36, 240, 151, 44], [438, 194, 504, 277, 42], [392, 286, 497, 358, 34]]","[44, 42, 34]",{},{}
1473,1473,3,"[[389, 289, 505, 365, 0.9992], [152, 27, 238, 152, 0.9913], [430, 221, 502, 316, 0.8174]]","[[150, 31, 240, 152, 44], [434, 215, 501, 299, 42], [391, 289, 500, 362, 34]]","[44, 42, 34]",{},{}
1474,1474,3,"[[384, 285, 499, 362, 0.9986], [427, 216, 504, 311, 0.9973], [147, 19, 249, 159, 0.9958]]","[[149, 26, 245, 155, 44], [432, 219, 500, 305, 42], [387, 288, 497, 362, 34]]","[44, 42, 34]",{},{}
1475,1475,3,"[[422, 214, 503, 312, 0.9972], [382, 281, 493, 363, 0.9903], [150, 25, 248, 154, 0.9838]]","[[149, 24, 248, 156, 44], [428, 219, 499, 308, 42], [383, 285, 494, 362, 34]]","[44, 42, 34]",{},{}
1476,1476,3,"[[379, 285, 499, 362, 0.9944], [154, 35, 244, 166, 0.7802], [448, 174, 502, 312, 0.3345]]","[[150, 30, 248, 164, 44], [437, 203, 504, 299, 42], [382, 286, 495, 362, 34]]","[44, 42, 34]",{},{}
1477,1477,2,"[[382, 281, 496, 363, 0.9782], [155, 23, 249, 156, 0.8475]]","[[152, 25, 250, 160, 44], [439, 205, 504, 299, 42], [381, 284, 495, 362, 34]]","[44, 42, 34]",{},{}
1478,1478,3,"[[380, 285, 500, 361, 0.9995], [145, 33, 276, 203, 0.9713], [435, 194, 504, 321, 0.8297]]","[[152, 34, 263, 184, 44], [437, 205, 503, 308, 42], [381, 285, 496, 362, 34]]","[44, 42, 34]",{},{}
1479,1479,4,"[[147, 40, 273, 229, 0.999], [378, 286, 500, 361, 0.9911], [427, 234, 501, 313, 0.5846], [463, 198, 512, 245, 0.0583]]","[[150, 44, 268, 209, 44], [432, 221, 500, 315, 42], [380, 285, 497, 362, 34]]","[44, 42, 34]",{},{}
1480,1480,3,"[[148, 42, 286, 217, 0.9983], [380, 281, 495, 362, 0.9777], [455, 211, 512, 268, 0.0578]]","[[454, 211, 512, 267, 45], [152, 44, 278, 215, 44], [432, 225, 499, 316, 42], [379, 283, 496, 361, 34]]","[45, 44, 42, 34]",{},{}
1481,1481,2,"[[157, 51, 287, 213, 0.993], [381, 282, 495, 358, 0.9253]]","[[446, 225, 512, 289, 45], [155, 47, 284, 218, 44], [379, 282, 495, 360, 34]]","[45, 44, 34]",{},{}
1482,1482,2,"[[426, 236, 501, 311, 0.9919], [157, 57, 289, 217, 0.7665]]","[[157, 51, 288, 222, 44], [429, 232, 498, 314, 42], [378, 283, 494, 361, 34]]","[44, 42, 34]",{},{}
1483,1483,3,"[[366, 282, 493, 356, 0.9937], [419, 236, 505, 306, 0.9157], [159, 53, 286, 221, 0.8303]]","[[157, 52, 289, 224, 44], [426, 234, 499, 310, 42], [371, 281, 490, 358, 34]]","[44, 42, 34]",{},{}
1484,1484,3,"[[379, 284, 493, 357, 0.9909], [423, 237, 503, 309, 0.9541], [162, 52, 281, 223, 0.9161]]","[[157, 52, 287, 225, 44], [425, 236, 499, 310, 42], [374, 282, 493, 358, 34]]","[44, 42, 34]",{},{}
1485,1485,3,"[[376, 288, 495, 357, 0.9987], [155, 55, 282, 224, 0.9047], [421, 238, 503, 311, 0.8683]]","[[155, 53, 286, 227, 44], [424, 238, 499, 311, 42], [375, 285, 493, 358, 34]]","[44, 42, 34]",{},{}
1486,1486,3,"[[378, 285, 491, 356, 0.9983], [160, 59, 281, 233, 0.9745], [420, 242, 500, 305, 0.3718]]","[[156, 57, 285, 233, 44], [423, 240, 498, 308, 42], [375, 284, 492, 357, 34]]","[44, 42, 34]",{},{}
1487,1487,2,"[[380, 283, 494, 360, 0.9787], [157, 61, 280, 232, 0.9197]]","[[155, 58, 284, 235, 44], [423, 243, 497, 309, 42], [377, 284, 493, 358, 34]]","[44, 42, 34]",{},{}
1488,1488,2,"[[430, 232, 501, 313, 0.9894], [155, 63, 285, 230, 0.8515]]","[[154, 59, 285, 235, 44], [428, 238, 500, 308, 42], [377, 285, 493, 359, 34]]","[44, 42, 34]","{3: [0.0, 0.29394812680115273, 0.03747992147064073]}",{3: '801010273'}
1489,1489,3,"[[428, 227, 505, 317, 0.994], [383, 289, 496, 359, 0.9362], [156, 63, 283, 224, 0.82]]","[[154, 59, 285, 232, 44], [429, 235, 502, 310, 42], [380, 287, 496, 360, 34]]","[44, 42, 34]","{3: [0.0, 0.3188293589346547, 0.03946536620608688]}",{3: '801010273'}
1490,1490,3,"[[155, 64, 283, 224, 0.8015], [393, 280, 491, 351, 0.6332], [415, 224, 508, 301, 0.4828]]","[[153, 59, 285, 231, 44], [424, 229, 501, 303, 42], [385, 282, 495, 354, 34]]","[44, 42, 34]",{},{}
1491,1491,3,"[[389, 287, 498, 353, 0.9763], [156, 65, 283, 223, 0.7402], [424, 225, 510, 312, 0.5307]]","[[154, 60, 285, 229, 44], [425, 229, 505, 306, 42], [387, 284, 497, 354, 34]]","[44, 42, 34]",{},{}
1492,1492,3,"[[385, 287, 498, 353, 0.9963], [157, 64, 283, 225, 0.7402], [421, 227, 506, 301, 0.6286]]","[[154, 61, 285, 229, 44], [424, 227, 504, 303, 42], [386, 285, 497, 354, 34]]","[44, 42, 34]",{},{}
1493,1493,3,"[[393, 283, 500, 354, 0.9839], [158, 64, 280, 228, 0.7752], [421, 219, 511, 297, 0.3866]]","[[154, 62, 284, 230, 44], [424, 223, 506, 298, 42], [390, 284, 499, 353, 34]]","[44, 42, 34]",{},{}
1494,1494,3,"[[387, 282, 498, 356, 0.9896], [160, 66, 279, 226, 0.797], [430, 221, 505, 300, 0.3728]]","[[155, 62, 283, 230, 44], [427, 222, 506, 298, 42], [388, 283, 498, 354, 34]]","[44, 42, 34]",{},{}
1495,1495,3,"[[393, 283, 496, 355, 0.9949], [432, 218, 505, 301, 0.962], [164, 65, 277, 230, 0.8258]]","[[158, 63, 282, 231, 44], [429, 221, 506, 297, 42], [390, 283, 498, 354, 34]]","[44, 42, 34]",{},{}
1496,1496,3,"[[393, 287, 500, 353, 0.9993], [432, 219, 508, 296, 0.8826], [165, 66, 277, 231, 0.7841]]","[[159, 64, 282, 233, 44], [431, 220, 507, 295, 42], [391, 284, 499, 354, 34]]","[44, 42, 34]",{},{}
1497,1497,3,"[[392, 283, 495, 351, 0.9906], [431, 220, 508, 296, 0.9052], [163, 65, 278, 231, 0.8599]]","[[160, 64, 281, 233, 44], [432, 220, 507, 295, 42], [391, 283, 497, 352, 34]]","[44, 42, 34]",{},{}
1498,1498,3,"[[396, 282, 496, 353, 0.9882], [162, 65, 276, 232, 0.8102], [429, 221, 509, 297, 0.8085]]","[[159, 64, 279, 234, 44], [431, 221, 507, 295, 42], [393, 282, 497, 352, 34]]","[44, 42, 34]",{},{}
1499,1499,3,"[[396, 281, 495, 352, 0.971], [429, 220, 508, 297, 0.8813], [163, 66, 278, 230, 0.7235]]","[[160, 64, 280, 233, 44], [431, 221, 506, 295, 42], [394, 281, 497, 351, 34]]","[44, 42, 34]",{},{}
1500,1500,3,"[[429, 221, 508, 297, 0.8339], [162, 50, 281, 243, 0.7248], [402, 282, 501, 351, 0.6664]]","[[160, 59, 281, 236, 44], [430, 221, 506, 295, 42], [398, 281, 500, 351, 34]]","[44, 42, 34]",{},{}
1501,1501,3,"[[433, 220, 507, 298, 0.9562], [167, 63, 278, 231, 0.8567], [397, 280, 499, 352, 0.5293]]","[[162, 59, 281, 235, 44], [432, 221, 506, 295, 42], [397, 281, 499, 351, 34]]","[44, 42, 34]",{},{}
1502,1502,3,"[[431, 223, 508, 295, 0.9452], [167, 64, 277, 232, 0.8859], [403, 282, 504, 353, 0.4042]]","[[163, 60, 280, 235, 44], [432, 222, 506, 295, 42], [401, 281, 502, 352, 34]]","[44, 42, 34]",{},{}
1503,1503,3,"[[433, 221, 506, 298, 0.9876], [165, 62, 277, 233, 0.9158], [397, 283, 500, 357, 0.6326]]","[[163, 60, 279, 235, 44], [433, 222, 506, 295, 42], [398, 283, 501, 354, 34]]","[44, 42, 34]",{},{}
1504,1504,3,"[[432, 220, 507, 298, 0.9801], [164, 61, 279, 233, 0.9308], [396, 283, 501, 356, 0.6914]]","[[163, 60, 280, 235, 44], [433, 222, 505, 295, 42], [397, 283, 500, 355, 34]]","[44, 42, 34]",{},{}
1505,1505,3,"[[432, 221, 506, 298, 0.978], [165, 61, 279, 234, 0.9321], [399, 282, 501, 357, 0.7476]]","[[163, 59, 280, 235, 44], [433, 222, 505, 295, 42], [398, 283, 501, 355, 34]]","[44, 42, 34]",{},{}
1506,1506,3,"[[434, 220, 505, 299, 0.9863], [165, 62, 277, 235, 0.8989], [403, 281, 504, 354, 0.6829]]","[[163, 60, 279, 236, 44], [433, 222, 504, 296, 42], [401, 281, 503, 354, 34]]","[44, 42, 34]",{},{}
1507,1507,3,"[[433, 220, 506, 298, 0.9781], [165, 63, 277, 233, 0.8843], [403, 283, 505, 351, 0.0936]]","[[163, 60, 279, 236, 44], [434, 222, 504, 296, 42], [402, 281, 504, 353, 34]]","[44, 42, 34]",{},{}
1508,1508,3,"[[433, 219, 504, 301, 0.9315], [162, 61, 277, 232, 0.8922], [411, 283, 507, 350, 0.5726]]","[[162, 59, 278, 234, 44], [433, 221, 503, 297, 42], [407, 281, 507, 351, 34]]","[44, 42, 34]",{},{}
1509,1509,2,"[[427, 216, 504, 314, 0.9946], [158, 60, 279, 229, 0.9658]]","[[160, 58, 278, 232, 44], [430, 222, 502, 303, 42], [408, 281, 508, 351, 34]]","[44, 42, 34]",{},{}
1510,1510,2,"[[416, 261, 485, 381, 0.9885], [158, 61, 281, 228, 0.9767]]","[[159, 58, 279, 231, 44], [431, 223, 501, 303, 42], [406, 279, 498, 360, 34]]","[44, 42, 34]",{},{}
1511,1511,2,"[[153, 60, 282, 225, 0.9896], [429, 217, 506, 316, 0.9882]]","[[156, 57, 279, 229, 44], [430, 223, 503, 308, 42], [406, 280, 499, 360, 34]]","[44, 42, 34]",{},{}
1512,1512,2,"[[430, 220, 505, 314, 0.9951], [150, 63, 281, 227, 0.9917]]","[[153, 59, 279, 229, 44], [430, 223, 503, 310, 42]]","[44, 42]",{},{}
1513,1513,2,"[[146, 62, 277, 229, 0.9959], [430, 222, 502, 319, 0.9789]]","[[149, 59, 277, 230, 44], [430, 224, 502, 313, 42]]","[44, 42]",{},{}
1514,1514,2,"[[149, 63, 277, 229, 0.9909], [427, 220, 502, 322, 0.9829]]","[[148, 60, 277, 230, 44], [428, 224, 501, 316, 42]]","[44, 42]",{},{}
1515,1515,2,"[[426, 218, 502, 324, 0.987], [151, 65, 276, 232, 0.9811]]","[[148, 62, 277, 232, 44], [427, 223, 500, 318, 42]]","[44, 42]",{},{}
1516,1516,3,"[[389, 286, 497, 357, 0.9975], [151, 65, 278, 228, 0.9861], [430, 215, 504, 306, 0.7541]]","[[149, 62, 278, 231, 44], [429, 217, 502, 311, 42], [393, 283, 494, 359, 34]]","[44, 42, 34]",{},{}
1517,1517,3,"[[383, 286, 494, 355, 0.9942], [152, 64, 278, 230, 0.9817], [428, 221, 503, 310, 0.9605]]","[[150, 62, 278, 231, 44], [429, 219, 502, 310, 42], [387, 284, 492, 357, 34]]","[44, 42, 34]",{},{}
1518,1518,3,"[[367, 282, 492, 356, 0.9994], [149, 63, 277, 231, 0.9882], [427, 224, 505, 305, 0.9698]]","[[148, 62, 277, 231, 44], [428, 220, 502, 308, 42], [377, 283, 488, 356, 34]]","[44, 42, 34]",{},{}
1519,1519,3,"[[365, 282, 490, 360, 0.9999], [426, 222, 508, 308, 0.9984], [146, 61, 279, 233, 0.9919]]","[[147, 61, 278, 232, 44], [428, 221, 504, 308, 42], [371, 283, 486, 357, 34]]","[44, 42, 34]",{},{}
1520,1520,3,"[[370, 281, 488, 355, 0.9998], [428, 218, 505, 301, 0.998], [143, 60, 281, 233, 0.9949]]","[[145, 60, 278, 233, 44], [428, 218, 504, 303, 42], [370, 281, 486, 356, 34]]","[44, 42, 34]",{},{}
1521,1521,3,"[[371, 278, 489, 350, 0.9992], [424, 218, 505, 300, 0.9968], [149, 59, 279, 235, 0.9944]]","[[146, 59, 279, 234, 44], [427, 218, 503, 301, 42], [370, 278, 487, 352, 34]]","[44, 42, 34]",{},{}
1522,1522,3,"[[371, 276, 488, 349, 0.9947], [426, 216, 505, 302, 0.9946], [156, 61, 279, 236, 0.9912]]","[[150, 60, 281, 235, 44], [427, 217, 503, 300, 42], [370, 276, 487, 350, 34]]","[44, 42, 34]",{},{}
1523,1523,3,"[[369, 274, 491, 349, 0.9976], [425, 216, 504, 300, 0.9925], [146, 86, 276, 238, 0.9821]]","[[146, 72, 278, 241, 44], [426, 216, 503, 299, 42], [370, 274, 488, 349, 34]]","[44, 42, 34]",{},{}
1524,1524,3,"[[424, 217, 503, 301, 0.9969], [142, 81, 271, 248, 0.9859], [373, 275, 488, 346, 0.9808]]","[[142, 77, 274, 247, 44], [425, 217, 502, 299, 42], [370, 274, 488, 347, 34]]","[44, 42, 34]",{},{}
1525,1525,2,"[[427, 216, 503, 303, 0.996], [128, 85, 278, 256, 0.9109]]","[[136, 82, 273, 253, 44], [426, 217, 502, 300, 42], [370, 273, 487, 346, 34]]","[44, 42, 34]",{},{}
1526,1526,2,"[[429, 215, 506, 302, 0.9983], [129, 89, 274, 261, 0.9482]]","[[132, 87, 272, 259, 44], [428, 216, 504, 300, 42]]","[44, 42]",{},{}
1527,1527,2,"[[427, 217, 503, 299, 0.9804], [130, 85, 271, 264, 0.9137]]","[[130, 87, 271, 262, 44], [427, 216, 503, 299, 42]]","[44, 42]",{},{}
1528,1528,3,"[[387, 226, 465, 349, 0.9972], [120, 103, 259, 255, 0.9814], [449, 212, 497, 319, 0.0801]]","[[122, 93, 263, 262, 44], [436, 219, 504, 305, 42], [373, 246, 478, 333, 34]]","[44, 42, 34]",{},{}
1529,1529,3,"[[78, 123, 259, 251, 0.9903], [381, 212, 459, 352, 0.9885], [452, 208, 501, 323, 0.085]]","[[99, 107, 253, 262, 44], [443, 219, 505, 310, 42], [372, 234, 470, 333, 34]]","[44, 42, 34]",{},{}
1530,1530,3,"[[82, 126, 255, 250, 0.9969], [381, 187, 455, 358, 0.9693], [431, 214, 506, 317, 0.9606]]","[[89, 114, 250, 260, 44], [438, 218, 503, 312, 42], [372, 218, 465, 332, 34]]","[44, 42, 34]",{},{}
1531,1531,2,"[[105, 114, 259, 250, 0.9949], [434, 208, 505, 323, 0.7911]]","[[97, 113, 256, 256, 44], [436, 216, 503, 315, 42], [370, 215, 464, 329, 34]]","[44, 42, 34]",{},{}
1532,1532,3,"[[90, 123, 269, 233, 0.999], [450, 223, 507, 310, 0.979], [372, 155, 461, 292, 0.1672]]","[[94, 114, 260, 247, 44], [443, 218, 507, 313, 42], [370, 173, 462, 294, 34]]","[44, 42, 34]",{},{}
1533,1533,2,"[[80, 123, 264, 240, 0.9977], [441, 223, 509, 305, 0.9871]]","[[87, 117, 259, 246, 44], [443, 219, 507, 310, 42], [368, 167, 461, 288, 34]]","[44, 42, 34]",{},{}
1534,1534,3,"[[78, 125, 261, 241, 0.9946], [441, 233, 509, 306, 0.9221], [364, 129, 489, 333, 0.1959]]","[[82, 120, 257, 245, 44], [442, 225, 508, 310, 42], [369, 153, 477, 304, 34]]","[44, 42, 34]",{},{}
1535,1535,3,"[[62, 122, 258, 254, 0.9803], [441, 236, 509, 304, 0.8548], [365, 136, 490, 325, 0.1007]]","[[71, 122, 253, 250, 44], [442, 230, 508, 308, 42], [368, 146, 483, 310, 34]]","[44, 42, 34]",{},{}
1536,1536,2,"[[48, 139, 251, 248, 0.9889], [440, 230, 510, 304, 0.9852]]","[[58, 130, 247, 253, 44], [442, 229, 508, 306, 42], [368, 140, 483, 305, 34]]","[44, 42, 34]",{},{}
1537,1537,2,"[[61, 146, 237, 259, 0.9989], [439, 228, 510, 304, 0.9844]]","[[56, 139, 242, 259, 44], [441, 228, 508, 304, 42]]","[44, 42]",{},{}
1538,1538,3,"[[347, 97, 462, 292, 0.9978], [55, 142, 236, 296, 0.9973], [446, 241, 502, 295, 0.3129]]","[[52, 148, 238, 277, 44], [442, 233, 506, 302, 42], [350, 109, 465, 285, 34]]","[44, 42, 34]",{},{}
1539,1539,2,"[[43, 171, 211, 352, 0.9798], [327, 96, 469, 265, 0.9386]]","[[39, 175, 224, 316, 44], [443, 233, 506, 302, 42], [338, 96, 462, 271, 34]]","[44, 42, 34]",{},{}
1540,1540,2,"[[26, 234, 166, 392, 0.9532], [343, 123, 470, 275, 0.7933]]","[[35, 181, 220, 323, 44], [340, 107, 466, 275, 34]]","[44, 34]",{},{}
1541,1541,2,"[[19, 242, 167, 389, 0.9876], [355, 122, 466, 281, 0.8949]]","[[21, 239, 164, 391, 46], [346, 113, 468, 278, 34]]","[46, 34]",{},{}
1542,1542,2,"[[13, 256, 158, 382, 0.9891], [350, 116, 470, 277, 0.9866]]","[[16, 251, 155, 386, 46], [347, 112, 469, 276, 34]]","[46, 34]",{},{}
1543,1543,2,"[[8, 237, 162, 396, 0.9962], [345, 119, 473, 271, 0.9554]]","[[9, 242, 159, 391, 46], [346, 112, 470, 273, 34]]","[46, 34]",{},{}
1544,1544,2,"[[3, 258, 161, 387, 0.9693], [349, 121, 469, 275, 0.9334]]","[[6, 251, 157, 391, 46], [347, 115, 469, 274, 34]]","[46, 34]",{},{}
1545,1545,2,"[[11, 256, 157, 392, 0.9865], [345, 114, 473, 271, 0.9587]]","[[8, 254, 156, 392, 46], [346, 112, 470, 271, 34]]","[46, 34]","{3: [0.0, 0.0]}",{3: '2018121360'}
1546,1546,2,"[[12, 257, 158, 392, 0.9964], [348, 116, 470, 269, 0.9532]]","[[10, 256, 156, 392, 46], [346, 112, 470, 269, 34]]","[46, 34]",{},{}
1547,1547,2,"[[10, 254, 156, 392, 0.9903], [349, 114, 479, 270, 0.9425]]","[[9, 256, 155, 392, 46], [348, 111, 474, 269, 34]]","[46, 34]",{},{}
1548,1548,2,"[[330, 97, 475, 265, 0.9973], [13, 252, 155, 391, 0.9899]]","[[11, 254, 155, 390, 46], [339, 102, 471, 263, 34]]","[46, 34]",{},{}
1549,1549,2,"[[334, 84, 470, 270, 0.9993], [9, 253, 158, 388, 0.9972]]","[[10, 253, 155, 389, 46], [336, 93, 469, 261, 34]]","[46, 34]",{},{}
1550,1550,2,"[[340, 83, 466, 270, 0.9989], [18, 239, 161, 400, 0.9889]]","[[14, 248, 160, 391, 46], [336, 89, 468, 262, 34]]","[46, 34]",{},{}
1551,1551,2,"[[339, 75, 465, 271, 0.9993], [22, 241, 174, 385, 0.9069]]","[[20, 243, 168, 387, 46], [336, 83, 467, 262, 34]]","[46, 34]",{},{}
1552,1552,2,"[[334, 72, 462, 269, 0.9996], [33, 251, 151, 359, 0.9497]]","[[24, 242, 161, 374, 46], [333, 77, 464, 262, 34]]","[46, 34]",{},{}
1553,1553,2,"[[329, 82, 472, 265, 0.9962], [48, 244, 159, 390, 0.9916]]","[[35, 247, 164, 380, 46], [332, 78, 466, 263, 34]]","[46, 34]",{},{}
1554,1554,2,"[[41, 246, 155, 393, 0.9953], [322, 69, 481, 259, 0.969]]","[[37, 249, 161, 385, 46], [329, 72, 471, 258, 34]]","[46, 34]",{},{}
1555,1555,2,"[[29, 249, 163, 397, 0.9998], [319, 71, 485, 254, 0.9589]]","[[33, 251, 160, 390, 46], [327, 69, 475, 255, 34]]","[46, 34]",{},{}
1556,1556,2,"[[26, 258, 163, 398, 0.9997], [315, 63, 479, 227, 0.9886]]","[[31, 256, 160, 395, 46], [321, 60, 474, 239, 34]]","[46, 34]",{},{}
1557,1557,2,"[[23, 260, 169, 396, 0.9997], [322, 61, 472, 225, 0.9286]]","[[29, 258, 162, 396, 46], [320, 56, 473, 231, 34]]","[46, 34]",{},{}
1558,1558,2,"[[26, 265, 166, 395, 0.9995], [318, 60, 482, 207, 0.9393]]","[[28, 261, 163, 397, 46], [320, 52, 476, 219, 34]]","[46, 34]",{},{}
1559,1559,2,"[[9, 268, 166, 391, 0.9992], [341, 47, 461, 211, 0.5987]]","[[20, 264, 160, 395, 46], [326, 46, 473, 213, 34]]","[46, 34]",{},{}
1560,1560,2,"[[10, 265, 170, 393, 0.9991], [350, 57, 458, 210, 0.264]]","[[17, 264, 163, 394, 46], [334, 48, 470, 212, 34]]","[46, 34]",{},{}
1561,1561,2,"[[7, 267, 171, 391, 0.9996], [339, 58, 439, 173, 0.5433]]","[[13, 265, 164, 393, 46], [329, 43, 457, 195, 34]]","[46, 34]",{},{}
1562,1562,2,"[[17, 264, 171, 397, 0.9997], [345, 54, 459, 208, 0.2132]]","[[16, 265, 168, 395, 46], [336, 48, 460, 201, 34]]","[46, 34]",{},{}
1563,1563,2,"[[25, 255, 171, 397, 0.9991], [338, 61, 440, 174, 0.4105]]","[[20, 261, 171, 394, 46], [332, 47, 451, 189, 34]]","[46, 34]",{},{}
1564,1564,2,"[[31, 253, 170, 400, 0.999], [344, 54, 460, 205, 0.1306]]","[[25, 259, 172, 395, 46], [338, 52, 457, 196, 34]]","[46, 34]",{},{}
1565,1565,2,"[[42, 244, 171, 400, 0.9987], [340, 53, 434, 183, 0.4351]]","[[32, 253, 175, 394, 46], [334, 48, 446, 189, 34]]","[46, 34]",{},{}
1566,1566,2,"[[44, 244, 167, 400, 0.9993], [340, 57, 438, 208, 0.9093]]","[[36, 250, 173, 394, 46], [335, 54, 443, 198, 34]]","[46, 34]",{},{}
1567,1567,2,"[[38, 243, 165, 399, 0.9993], [340, 66, 434, 199, 0.2837]]","[[36, 248, 170, 394, 46], [335, 59, 439, 200, 34]]","[46, 34]",{},{}
1568,1568,2,"[[39, 240, 168, 395, 0.9997], [343, 47, 437, 187, 0.2054]]","[[37, 244, 170, 393, 46], [337, 50, 439, 191, 34]]","[46, 34]",{},{}
