,Frame,Num_detections,Yolo_det,Sort_tracks,Sort_track_nums,iou_RFID,read_outs
505,505,3,"[[26, 127, 108, 236, 1.0], [434, 198, 507, 312, 0.9968], [13, 31, 97, 115, 0.2532]]","[[433, 203, 509, 302, 7], [16, 22, 100, 121, 6], [26, 122, 111, 241, 1]]","[7, 6, 1]",{},{}
506,506,3,"[[25, 120, 109, 239, 1.0], [435, 202, 504, 313, 0.9975], [8, 18, 95, 143, 0.9231]]","[[432, 204, 507, 306, 7], [11, 25, 96, 130, 6], [25, 120, 109, 239, 1]]","[7, 6, 1]",{},{}
507,507,3,"[[28, 118, 108, 242, 1.0], [431, 211, 501, 305, 0.9998], [13, 23, 96, 144, 0.9955]]","[[430, 207, 504, 307, 7], [11, 27, 96, 136, 6], [26, 119, 109, 240, 1]]","[7, 6, 1]",{},{}
508,508,3,"[[27, 114, 105, 235, 0.9946], [412, 218, 500, 309, 0.9894], [21, 22, 101, 144, 0.5639]]","[[421, 212, 498, 310, 7], [16, 26, 100, 139, 6], [25, 116, 107, 236, 1]]","[7, 6, 1]",{},{}
509,509,3,"[[26, 102, 103, 251, 0.9679], [410, 225, 505, 308, 0.9652], [13, 14, 96, 131, 0.119]]","[[416, 218, 499, 311, 7], [14, 19, 97, 133, 6], [24, 112, 105, 239, 1]]","[7, 6, 1]",{},{}
510,510,3,"[[392, 220, 504, 304, 0.9999], [29, 112, 104, 239, 0.9536], [13, 30, 97, 146, 0.5112]]","[[405, 218, 496, 308, 7], [13, 27, 97, 141, 6], [26, 111, 105, 239, 1]]","[7, 6, 1]",{},{}
511,511,3,"[[382, 218, 496, 304, 0.9997], [29, 108, 105, 243, 0.9519], [10, 40, 92, 139, 0.6416]]","[[393, 217, 491, 306, 7], [10, 33, 94, 143, 6], [27, 110, 105, 240, 1]]","[7, 6, 1]",{},{}
512,512,2,"[[379, 213, 494, 304, 0.9917], [29, 95, 102, 262, 0.989]]","[[386, 214, 489, 304, 7], [10, 34, 93, 144, 6], [27, 108, 104, 246, 1]]","[7, 6, 1]",{},{}
513,513,3,"[[380, 216, 497, 303, 0.9974], [11, 54, 90, 152, 0.9669], [30, 135, 102, 237, 0.5285]]","[[383, 214, 491, 304, 7], [9, 47, 91, 153, 6], [27, 119, 104, 246, 1]]","[7, 6, 1]",{},{}
514,514,2,"[[22, 91, 103, 265, 0.9892], [386, 210, 499, 297, 0.8621]]","[[385, 211, 494, 300, 7], [9, 49, 91, 155, 6], [24, 109, 102, 249, 1]]","[7, 6, 1]",{},{}
515,515,2,"[[24, 98, 104, 249, 0.9701], [378, 210, 477, 322, 0.8516]]","[[377, 214, 484, 309, 7], [24, 104, 103, 247, 1]]","[7, 1]",{},{}
516,516,2,"[[391, 217, 481, 312, 0.992], [25, 102, 100, 244, 0.9507]]","[[382, 216, 485, 311, 7], [23, 102, 101, 245, 1]]","[7, 1]",{},{}
517,517,3,"[[399, 225, 487, 323, 0.9991], [0, 153, 110, 236, 0.8834], [3, 60, 89, 146, 0.5561]]","[[389, 222, 488, 318, 7], [4, 55, 88, 152, 6], [12, 128, 102, 246, 1]]","[7, 6, 1]",{},{}
518,518,2,"[[406, 219, 484, 353, 0.9999], [6, 77, 85, 218, 0.8763]]","[[395, 229, 489, 333, 7], [3, 79, 87, 188, 6], [11, 128, 101, 246, 1]]","[7, 6, 1]","{0: [0.0, 0.2948846539618857, 0.0]}",{0: '2018121255'}
519,519,2,"[[414, 215, 487, 356, 0.9996], [2, 80, 93, 190, 0.9342]]","[[402, 228, 492, 340, 7], [3, 81, 89, 191, 6]]","[7, 6]","{0: [0.0, 0.2726393812439575]}",{0: '2018121255'}
520,520,2,"[[414, 223, 486, 356, 0.9992], [21, 102, 103, 250, 0.9878]]","[[406, 230, 491, 346, 7], [3, 85, 89, 195, 6], [17, 114, 104, 242, 1]]","[7, 6, 1]",{},{}
521,521,2,"[[409, 216, 489, 357, 0.9998], [20, 107, 105, 245, 0.9672]]","[[406, 226, 491, 349, 7], [18, 111, 105, 242, 1]]","[7, 1]",{},{}
522,522,2,"[[409, 213, 485, 356, 0.9979], [21, 106, 104, 250, 0.9927]]","[[406, 222, 489, 350, 7], [19, 110, 105, 244, 1]]","[7, 1]",{},{}
523,523,2,"[[402, 213, 485, 360, 0.9954], [10, 78, 87, 193, 0.9834]]","[[403, 220, 486, 353, 7], [6, 81, 89, 193, 6], [19, 109, 104, 244, 1]]","[7, 6, 1]",{},{}
524,524,2,"[[402, 217, 485, 359, 0.9997], [9, 75, 90, 197, 0.9837]]","[[402, 220, 485, 356, 7], [7, 79, 89, 195, 6]]","[7, 6]",{},{}
525,525,2,"[[402, 216, 480, 356, 0.9999], [9, 73, 84, 197, 0.9982]]","[[400, 218, 482, 356, 7], [7, 77, 87, 195, 6]]","[7, 6]",{},{}
526,526,2,"[[404, 225, 481, 352, 1.0], [9, 77, 86, 192, 0.9928]]","[[401, 220, 482, 356, 7], [7, 77, 86, 194, 6]]","[7, 6]",{},{}
527,527,2,"[[403, 229, 484, 343, 1.0], [8, 78, 90, 191, 0.9936]]","[[402, 222, 483, 352, 7], [8, 77, 88, 193, 6]]","[7, 6]",{},{}
528,528,2,"[[395, 220, 479, 351, 0.9997], [7, 75, 90, 193, 0.9959]]","[[397, 221, 480, 351, 7], [8, 77, 88, 193, 6]]","[7, 6]",{},{}
529,529,2,"[[11, 70, 89, 199, 0.9949], [398, 216, 474, 333, 0.9569]]","[[396, 215, 477, 342, 7], [9, 75, 89, 195, 6]]","[7, 6]",{},{}
530,530,2,"[[8, 79, 89, 191, 0.9955], [386, 223, 475, 341, 0.9189]]","[[390, 218, 474, 343, 7], [8, 76, 89, 194, 6]]","[7, 6]",{},{}
531,531,3,"[[6, 76, 89, 190, 0.9984], [359, 233, 467, 335, 0.9786], [1, 163, 111, 247, 0.1554]]","[[373, 224, 464, 341, 7], [7, 76, 88, 192, 6], [5, 153, 107, 254, 1]]","[7, 6, 1]",{},{}
532,532,2,"[[330, 228, 477, 331, 0.9998], [8, 76, 89, 190, 0.9987]]","[[354, 224, 461, 336, 7], [7, 75, 88, 191, 6], [4, 154, 106, 256, 1]]","[7, 6, 1]",{},{}
533,533,2,"[[310, 223, 470, 338, 0.9978], [6, 74, 91, 193, 0.9965]]","[[334, 223, 456, 337, 7], [7, 75, 89, 192, 6]]","[7, 6]",{},{}
534,534,3,"[[303, 228, 457, 329, 0.9999], [5, 78, 94, 184, 0.9895], [4, 164, 116, 245, 0.3379]]","[[318, 224, 449, 334, 7], [7, 75, 91, 189, 6], [5, 159, 112, 250, 1]]","[7, 6, 1]",{},{}
535,535,2,"[[292, 231, 443, 328, 1.0], [27, 108, 105, 240, 0.9877]]","[[303, 226, 440, 332, 7], [7, 76, 91, 189, 6], [14, 133, 112, 235, 1]]","[7, 6, 1]",{},{}
536,536,3,"[[275, 229, 447, 328, 0.9999], [9, 79, 93, 185, 0.9895], [0, 157, 115, 247, 0.0838]]","[[289, 226, 436, 330, 7], [8, 76, 92, 187, 6], [7, 147, 111, 244, 1]]","[7, 6, 1]",{},{}
537,537,2,"[[272, 230, 445, 326, 0.9999], [23, 110, 105, 238, 0.9847]]","[[280, 227, 435, 329, 7], [8, 77, 92, 188, 6], [13, 129, 111, 233, 1]]","[7, 6, 1]",{},{}
538,538,2,"[[266, 226, 436, 329, 0.9989], [10, 75, 93, 190, 0.9919]]","[[271, 226, 431, 329, 7], [9, 76, 93, 188, 6], [13, 128, 111, 232, 1]]","[7, 6, 1]",{},{}
539,539,2,"[[262, 227, 437, 328, 0.9996], [11, 72, 92, 195, 0.9957]]","[[266, 226, 430, 328, 7], [9, 75, 93, 191, 6]]","[7, 6]",{},{}
540,540,3,"[[262, 227, 438, 328, 0.9995], [7, 75, 91, 191, 0.9971], [0, 166, 108, 246, 0.4984]]","[[263, 226, 431, 328, 7], [8, 75, 91, 191, 6], [4, 154, 106, 248, 1]]","[7, 6, 1]",{},{}
541,541,3,"[[266, 226, 437, 322, 0.9996], [12, 72, 95, 197, 0.9851], [2, 168, 116, 249, 0.6139]]","[[263, 224, 433, 325, 7], [10, 75, 93, 193, 6], [4, 162, 110, 251, 1]]","[7, 6, 1]",{},{}
542,542,2,"[[265, 222, 453, 319, 0.9996], [25, 100, 105, 247, 0.9903]]","[[266, 221, 441, 322, 7], [10, 75, 94, 193, 6], [11, 134, 112, 235, 1]]","[7, 6, 1]",{},{}
543,543,2,"[[266, 220, 453, 317, 0.9998], [27, 98, 103, 247, 0.9768]]","[[266, 219, 445, 319, 7], [16, 121, 111, 231, 1]]","[7, 1]",{},{}
544,544,2,"[[256, 225, 441, 315, 0.9999], [8, 68, 94, 201, 0.9827]]","[[259, 221, 440, 318, 7], [9, 72, 93, 196, 6], [16, 120, 112, 230, 1]]","[7, 6, 1]",{},{}
545,545,2,"[[250, 229, 439, 320, 1.0], [7, 69, 91, 201, 0.9974]]","[[253, 224, 437, 320, 7], [7, 71, 92, 198, 6]]","[7, 6]",{},{}
546,546,2,"[[241, 228, 436, 322, 1.0], [8, 68, 90, 203, 0.9969]]","[[245, 226, 433, 321, 7], [7, 70, 91, 199, 6]]","[7, 6]",{},{}
547,547,2,"[[238, 224, 430, 316, 1.0], [8, 69, 90, 201, 0.9976]]","[[240, 223, 429, 318, 7], [7, 70, 90, 200, 6]]","[7, 6]",{},{}
548,548,2,"[[235, 222, 424, 313, 1.0], [10, 73, 90, 199, 0.9748]]","[[235, 221, 424, 315, 7], [8, 71, 90, 200, 6]]","[7, 6]",{},{}
549,549,2,"[[260, 211, 417, 304, 1.0], [28, 99, 101, 250, 0.995]]","[[243, 214, 424, 308, 7], [8, 71, 90, 200, 6], [21, 111, 107, 236, 1]]","[7, 6, 1]",{},{}
550,550,2,"[[261, 205, 426, 300, 1.0], [7, 73, 89, 198, 0.9969]]","[[250, 207, 427, 302, 7], [7, 71, 89, 199, 6], [21, 110, 107, 235, 1]]","[7, 6, 1]",{},{}
551,551,3,"[[262, 200, 427, 300, 0.9995], [8, 73, 88, 196, 0.9972], [0, 164, 119, 249, 0.1188]]","[[254, 203, 429, 299, 7], [7, 71, 88, 198, 6], [10, 147, 111, 251, 1]]","[7, 6, 1]",{},{}
552,552,3,"[[257, 200, 431, 301, 0.9998], [10, 73, 90, 197, 0.9966], [0, 166, 116, 246, 0.2675]]","[[255, 201, 430, 298, 7], [8, 72, 89, 197, 6], [5, 156, 112, 251, 1]]","[7, 6, 1]",{},{}
553,553,2,"[[260, 201, 427, 301, 0.9996], [7, 71, 87, 199, 0.9926]]","[[255, 200, 429, 299, 7], [7, 71, 88, 198, 6], [5, 158, 111, 253, 1]]","[7, 6, 1]",{},{}
554,554,2,"[[253, 202, 424, 300, 0.9997], [5, 69, 89, 198, 0.9966]]","[[252, 200, 425, 299, 7], [6, 70, 88, 197, 6]]","[7, 6]",{},{}
555,555,3,"[[246, 203, 428, 300, 0.9999], [8, 68, 89, 200, 0.9981], [0, 168, 113, 249, 0.1391]]","[[249, 201, 425, 299, 7], [7, 69, 88, 198, 6], [1, 164, 111, 252, 1]]","[7, 6, 1]",{},{}
556,556,2,"[[246, 203, 422, 300, 1.0], [5, 71, 91, 197, 0.9933]]","[[246, 201, 422, 299, 7], [6, 70, 89, 197, 6], [1, 165, 111, 254, 1]]","[7, 6, 1]",{},{}
557,557,2,"[[233, 205, 425, 300, 1.0], [6, 70, 91, 199, 0.9866]]","[[239, 202, 420, 300, 7], [6, 70, 90, 198, 6]]","[7, 6]",{},{}
558,558,2,"[[240, 206, 427, 303, 0.9998], [11, 67, 88, 205, 0.9995]]","[[240, 204, 423, 301, 7], [8, 70, 89, 200, 6]]","[7, 6]",{},{}
559,559,2,"[[241, 205, 422, 303, 0.9999], [10, 74, 86, 197, 0.9988]]","[[239, 204, 422, 302, 7], [8, 71, 88, 199, 6]]","[7, 6]",{},{}
560,560,2,"[[248, 203, 416, 300, 1.0], [9, 69, 89, 204, 0.9968]]","[[241, 202, 420, 300, 7], [8, 70, 88, 201, 6]]","[7, 6]",{},{}
561,561,2,"[[245, 203, 411, 298, 1.0], [6, 72, 89, 198, 0.9834]]","[[240, 202, 416, 299, 7], [7, 70, 88, 200, 6]]","[7, 6]",{},{}
562,562,3,"[[240, 202, 412, 299, 1.0], [5, 79, 88, 188, 0.9653], [0, 164, 122, 252, 0.6274]]","[[238, 201, 414, 299, 7], [6, 72, 87, 195, 6], [2, 164, 118, 252, 1]]","[7, 6, 1]",{},{}
563,563,2,"[[241, 200, 412, 300, 1.0], [7, 73, 87, 194, 0.9811]]","[[238, 200, 413, 299, 7], [6, 72, 87, 195, 6], [2, 165, 118, 253, 1]]","[7, 6, 1]",{},{}
564,564,2,"[[235, 201, 417, 301, 0.9999], [6, 71, 87, 198, 0.9891]]","[[236, 200, 414, 299, 7], [5, 72, 87, 196, 6]]","[7, 6]",{},{}
565,565,3,"[[242, 203, 407, 299, 1.0], [11, 75, 90, 185, 0.9948], [1, 164, 110, 249, 0.6562]]","[[237, 201, 411, 299, 7], [8, 71, 89, 191, 6], [0, 163, 112, 250, 1]]","[7, 6, 1]",{},{}
566,566,2,"[[242, 202, 408, 300, 1.0], [9, 71, 88, 197, 0.9939]]","[[238, 201, 410, 299, 7], [8, 72, 88, 193, 6], [0, 164, 112, 251, 1]]","[7, 6, 1]",{},{}
567,567,2,"[[244, 201, 408, 300, 1.0], [12, 70, 89, 198, 0.9924]]","[[239, 200, 410, 299, 7], [10, 72, 89, 195, 6]]","[7, 6]",{},{}
568,568,2,"[[243, 202, 410, 299, 1.0], [11, 68, 90, 202, 0.9582]]","[[240, 200, 410, 299, 7], [10, 71, 90, 197, 6]]","[7, 6]",{},{}
569,569,2,"[[240, 202, 417, 299, 1.0], [8, 71, 90, 198, 0.9535]]","[[241, 201, 413, 299, 7], [9, 71, 89, 197, 6]]","[7, 6]",{},{}
570,570,2,"[[245, 199, 419, 288, 0.9995], [7, 74, 87, 197, 0.8582]]","[[243, 197, 416, 293, 7], [7, 72, 87, 197, 6]]","[7, 6]",{},{}
571,571,2,"[[263, 193, 425, 288, 0.9906], [29, 86, 104, 239, 0.878]]","[[253, 194, 424, 289, 7], [20, 86, 99, 219, 6]]","[7, 6]",{},{}
572,572,2,"[[269, 188, 417, 287, 0.999], [11, 72, 89, 200, 0.9156]]","[[259, 190, 424, 287, 7], [14, 76, 93, 208, 6]]","[7, 6]",{},{}
573,573,2,"[[270, 184, 421, 288, 0.9949], [10, 60, 93, 238, 0.975]]","[[263, 187, 425, 285, 7], [12, 75, 92, 218, 6]]","[7, 6]",{},{}
574,574,2,"[[272, 176, 418, 289, 0.9891], [29, 72, 100, 225, 0.9681]]","[[266, 182, 424, 284, 7], [21, 75, 99, 221, 6]]","[7, 6]",{},{}
575,575,2,"[[276, 163, 416, 293, 0.9793], [31, 74, 98, 225, 0.9716]]","[[268, 174, 423, 283, 7], [25, 75, 101, 222, 6]]","[7, 6]",{},{}
576,576,2,"[[272, 159, 418, 294, 0.9733], [31, 75, 100, 222, 0.9485]]","[[269, 169, 422, 284, 7], [28, 75, 101, 222, 6]]","[7, 6]",{},{}
577,577,2,"[[275, 171, 413, 284, 0.9984], [30, 83, 103, 212, 0.9051]]","[[270, 169, 419, 284, 7], [29, 77, 103, 219, 6]]","[7, 6]",{},{}
578,578,2,"[[275, 167, 415, 286, 0.9924], [29, 84, 104, 204, 0.8689]]","[[271, 167, 418, 284, 7], [29, 78, 103, 213, 6]]","[7, 6]",{},{}
579,579,2,"[[274, 166, 413, 290, 0.9831], [26, 87, 104, 202, 0.9199]]","[[271, 167, 416, 286, 7], [28, 80, 103, 209, 6]]","[7, 6]",{},{}
580,580,3,"[[273, 164, 413, 289, 0.9884], [11, 81, 92, 187, 0.9233], [5, 164, 105, 250, 0.8806]]","[[271, 165, 415, 286, 7], [18, 76, 95, 199, 6], [2, 164, 106, 250, 1]]","[7, 6, 1]",{},{}
581,581,3,"[[272, 175, 422, 286, 0.9879], [8, 83, 91, 183, 0.9853], [4, 160, 105, 250, 0.9464]]","[[272, 169, 418, 287, 7], [12, 76, 91, 192, 6], [3, 161, 105, 249, 1]]","[7, 6, 1]",{},{}
582,582,3,"[[268, 177, 422, 289, 0.9852], [1, 156, 105, 247, 0.9376], [11, 86, 90, 182, 0.9298]]","[[271, 172, 419, 289, 7], [11, 79, 90, 188, 6], [1, 158, 105, 247, 1]]","[7, 6, 1]",{},{}
583,583,3,"[[262, 172, 414, 285, 0.9987], [0, 157, 106, 245, 0.9371], [9, 88, 90, 182, 0.9231]]","[[265, 171, 415, 287, 7], [9, 81, 89, 186, 6], [1, 157, 105, 245, 1]]","[7, 6, 1]",{},{}
584,584,3,"[[242, 150, 415, 286, 0.99], [8, 81, 88, 186, 0.9867], [0, 161, 103, 241, 0.9308]]","[[254, 160, 411, 282, 7], [8, 81, 88, 186, 6], [0, 158, 103, 244, 1]]","[7, 6, 1]",{},{}
585,585,2,"[[226, 138, 410, 279, 0.9944], [7, 77, 87, 192, 0.9228]]","[[240, 148, 405, 276, 7], [7, 80, 87, 187, 6], [0, 157, 103, 243, 1]]","[7, 6, 1]",{},{}
586,586,3,"[[222, 130, 388, 275, 0.9984], [3, 79, 91, 188, 0.9971], [0, 169, 100, 247, 0.962]]","[[227, 138, 393, 271, 7], [5, 79, 87, 187, 6], [0, 164, 101, 247, 1]]","[7, 6, 1]",{},{}
587,587,3,"[[7, 81, 87, 186, 0.9984], [188, 136, 392, 249, 0.9965], [0, 162, 103, 243, 0.3053]]","[[207, 132, 384, 259, 7], [5, 79, 87, 186, 6], [0, 162, 102, 245, 1]]","[7, 6, 1]",{},{}
588,588,2,"[[6, 77, 84, 194, 0.9997], [166, 117, 325, 239, 0.9993]]","[[175, 120, 348, 245, 7], [5, 79, 85, 189, 6], [0, 162, 101, 244, 1]]","[7, 6, 1]",{},{}
589,589,2,"[[149, 122, 311, 232, 1.0], [6, 81, 85, 187, 0.9999]]","[[153, 116, 324, 238, 7], [5, 79, 85, 188, 6]]","[7, 6]",{},{}
590,590,2,"[[4, 81, 87, 184, 0.9999], [150, 119, 311, 232, 0.9998]]","[[146, 115, 314, 234, 7], [4, 79, 85, 186, 6]]","[7, 6]",{},{}
591,591,2,"[[5, 84, 85, 183, 0.9999], [157, 120, 309, 233, 0.9994]]","[[147, 115, 311, 233, 7], [4, 80, 85, 185, 6]]","[7, 6]",{},{}
592,592,3,"[[5, 84, 83, 182, 0.9998], [158, 118, 309, 231, 0.9989], [0, 159, 99, 234, 0.8344]]","[[149, 114, 309, 231, 7], [4, 81, 84, 184, 6], [0, 157, 99, 236, 1]]","[7, 6, 1]",{},{}
593,593,3,"[[7, 85, 86, 176, 0.9999], [155, 117, 312, 232, 0.9996], [0, 157, 101, 230, 0.8904]]","[[149, 114, 309, 231, 7], [5, 81, 85, 180, 6], [0, 156, 100, 232, 1]]","[7, 6, 1]",{},{}
594,594,3,"[[149, 119, 315, 229, 0.9999], [7, 86, 87, 173, 0.9997], [0, 157, 103, 227, 0.9371]]","[[148, 115, 310, 229, 7], [6, 82, 86, 177, 6], [0, 155, 101, 229, 1]]","[7, 6, 1]",{},{}
595,595,3,"[[145, 118, 315, 231, 0.9999], [5, 81, 86, 174, 0.9996], [0, 157, 103, 231, 0.9918]]","[[145, 115, 310, 230, 7], [5, 80, 85, 175, 6], [0, 156, 102, 230, 1]]","[7, 6, 1]",{},{}
596,596,2,"[[147, 118, 309, 232, 1.0], [0, 126, 102, 216, 0.9953]]","[[144, 115, 308, 230, 7], [5, 80, 85, 174, 6], [0, 139, 102, 217, 1]]","[7, 6, 1]",{},{}
597,597,2,"[[147, 121, 308, 235, 1.0], [3, 73, 84, 160, 0.3583]]","[[143, 118, 307, 232, 7], [3, 72, 83, 164, 6], [0, 137, 102, 215, 1]]","[7, 6, 1]",{},{}
598,598,2,"[[146, 119, 309, 235, 1.0], [3, 124, 96, 213, 0.3511]]","[[143, 118, 307, 233, 7], [3, 71, 83, 163, 6], [0, 129, 99, 210, 1]]","[7, 6, 1]",{},{}
599,599,2,"[[145, 119, 311, 235, 1.0], [2, 128, 96, 214, 0.7112]]","[[143, 118, 307, 233, 7], [0, 128, 98, 211, 1]]","[7, 1]",{},{}
600,600,2,"[[148, 120, 312, 236, 1.0], [4, 132, 93, 220, 0.465]]","[[144, 118, 309, 234, 7], [1, 131, 96, 215, 1]]","[7, 1]",{},{}
601,601,2,"[[148, 121, 309, 235, 1.0], [1, 128, 93, 213, 0.9232]]","[[144, 119, 308, 234, 7], [0, 128, 94, 212, 1]]","[7, 1]",{},{}
602,602,3,"[[146, 118, 313, 230, 1.0], [0, 139, 98, 219, 0.9595], [3, 77, 91, 155, 0.1328]]","[[145, 117, 310, 232, 7], [4, 73, 88, 158, 6], [0, 134, 95, 217, 1]]","[7, 6, 1]",{},{}
603,603,2,"[[147, 119, 311, 230, 1.0], [0, 132, 94, 219, 0.941]]","[[145, 117, 310, 231, 7], [4, 72, 88, 156, 6], [0, 133, 94, 217, 1]]","[7, 6, 1]",{},{}
604,604,3,"[[148, 120, 308, 231, 1.0], [4, 71, 88, 167, 0.4667], [0, 152, 97, 223, 0.0876]]","[[145, 117, 309, 231, 7], [4, 73, 88, 162, 6], [0, 142, 95, 222, 1]]","[7, 6, 1]",{},{}
605,605,2,"[[147, 124, 307, 233, 0.9999], [7, 84, 93, 215, 0.9982]]","[[144, 120, 307, 232, 7], [5, 88, 91, 189, 6], [0, 142, 95, 222, 1]]","[7, 6, 1]",{},{}
606,606,2,"[[141, 125, 306, 235, 1.0], [6, 81, 87, 218, 0.9661]]","[[141, 122, 305, 234, 7], [4, 90, 90, 201, 6]]","[7, 6]",{},{}
607,607,2,"[[139, 128, 301, 233, 1.0], [1, 80, 90, 219, 0.9473]]","[[138, 124, 302, 234, 7], [2, 89, 89, 208, 6]]","[7, 6]",{},{}
608,608,2,"[[135, 127, 305, 235, 0.9999], [4, 69, 97, 194, 0.9991]]","[[136, 125, 302, 235, 7], [4, 77, 93, 198, 6]]","[7, 6]",{},{}
609,609,2,"[[141, 121, 308, 241, 0.9995], [15, 56, 94, 183, 0.9497]]","[[138, 124, 305, 236, 7], [9, 65, 95, 187, 6]]","[7, 6]",{},{}
610,610,2,"[[141, 107, 311, 244, 0.9857], [12, 69, 98, 196, 0.9582]]","[[139, 117, 308, 236, 7], [11, 68, 97, 191, 6]]","[7, 6]",{},{}
611,611,3,"[[135, 99, 318, 237, 0.9966], [0, 136, 95, 218, 0.9112], [14, 31, 94, 145, 0.7929]]","[[138, 108, 311, 233, 7], [12, 42, 96, 163, 6], [0, 136, 94, 217, 1]]","[7, 6, 1]",{},{}
612,612,3,"[[141, 90, 307, 223, 0.9973], [16, 30, 98, 180, 0.9173], [0, 149, 101, 226, 0.6382]]","[[138, 97, 309, 224, 7], [14, 39, 98, 167, 6], [0, 144, 98, 223, 1]]","[7, 6, 1]",{},{}
613,613,3,"[[128, 60, 290, 229, 0.9999], [30, 58, 98, 176, 0.9752], [0, 149, 100, 225, 0.1167]]","[[128, 81, 299, 218, 7], [21, 48, 101, 174, 6], [0, 146, 98, 225, 1]]","[7, 6, 1]",{},{}
614,614,3,"[[119, 49, 288, 221, 0.9999], [0, 131, 104, 221, 0.9943], [14, 35, 89, 141, 0.1004]]","[[120, 66, 292, 212, 7], [15, 35, 94, 155, 6], [1, 138, 101, 220, 1]]","[7, 6, 1]",{},{}
615,615,3,"[[122, 55, 288, 218, 0.9999], [0, 136, 102, 219, 0.9876], [11, 33, 93, 144, 0.2506]]","[[119, 60, 289, 211, 7], [13, 31, 93, 148, 6], [0, 137, 101, 219, 1]]","[7, 6, 1]",{},{}
616,616,3,"[[112, 60, 292, 212, 0.9997], [0, 137, 104, 219, 0.9976], [18, 36, 90, 140, 0.631]]","[[115, 59, 288, 210, 7], [15, 30, 92, 144, 6], [1, 136, 102, 218, 1]]","[7, 6, 1]",{},{}
617,617,2,"[[104, 62, 303, 216, 0.9981], [0, 134, 98, 215, 0.9209]]","[[111, 60, 292, 212, 7], [15, 27, 92, 141, 6], [0, 134, 100, 216, 1]]","[7, 6, 1]",{},{}
618,618,2,"[[107, 71, 300, 214, 0.9928], [39, 69, 112, 193, 0.5882]]","[[109, 64, 294, 214, 7], [0, 134, 100, 215, 1]]","[7, 1]",{},{}
619,619,2,"[[126, 94, 308, 219, 0.9988], [43, 67, 124, 195, 0.3246]]","[[43, 65, 123, 196, 8], [118, 78, 303, 221, 7]]","[8, 7]",{},{}
620,620,2,"[[129, 103, 307, 226, 0.9999], [45, 87, 120, 197, 0.7643]]","[[45, 82, 120, 200, 8], [123, 90, 307, 227, 7]]","[8, 7]",{},{}
621,621,2,"[[136, 104, 301, 239, 0.999], [48, 82, 123, 210, 0.9232]]","[[47, 85, 123, 207, 8], [127, 98, 306, 235, 7]]","[8, 7]",{},{}
622,622,2,"[[147, 121, 304, 234, 0.9997], [53, 84, 118, 207, 0.2448]]","[[50, 87, 121, 206, 8], [135, 108, 309, 239, 7]]","[8, 7]",{},{}
623,623,2,"[[137, 110, 296, 274, 0.9903], [2, 136, 115, 220, 0.8762]]","[[52, 93, 121, 210, 8], [133, 116, 304, 255, 7], [4, 136, 111, 218, 1]]","[8, 7, 1]",{},{}
624,624,2,"[[149, 118, 306, 247, 0.9861], [0, 129, 108, 219, 0.4527]]","[[140, 116, 308, 252, 7], [1, 132, 108, 217, 1]]","[7, 1]",{},{}
625,625,2,"[[151, 113, 275, 285, 0.9902], [0, 136, 95, 222, 0.2542]]","[[138, 122, 295, 266, 7], [-1, 134, 101, 220, 1]]","[7, 1]",{},{}
626,626,2,"[[0, 137, 111, 226, 0.9989], [148, 120, 261, 333, 0.9947]]","[[135, 138, 282, 294, 7], [0, 136, 106, 223, 1]]","[7, 1]",{},{}
627,627,2,"[[142, 108, 323, 223, 0.9999], [0, 139, 112, 225, 0.9967]]","[[134, 142, 281, 299, 7], [1, 138, 108, 224, 1]]","[7, 1]",{},{}
628,628,2,"[[139, 113, 300, 220, 1.0], [0, 133, 104, 227, 0.9727]]","[[138, 113, 300, 219, 9], [0, 136, 106, 224, 1]]","[9, 1]",{},{}
629,629,2,"[[134, 113, 304, 219, 0.9998], [0, 136, 103, 224, 0.9879]]","[[136, 113, 300, 218, 9], [0, 136, 104, 224, 1]]","[9, 1]",{},{}
630,630,2,"[[132, 112, 299, 214, 1.0], [0, 134, 101, 226, 0.986]]","[[133, 112, 296, 214, 9], [-1, 135, 103, 224, 1]]","[9, 1]",{},{}
631,631,2,"[[133, 112, 289, 225, 0.9999], [2, 132, 96, 224, 0.8892]]","[[131, 114, 291, 219, 9], [-1, 133, 100, 223, 1]]","[9, 1]",{},{}
632,632,2,"[[146, 108, 300, 230, 0.9999], [4, 125, 101, 227, 0.771]]","[[139, 113, 299, 223, 9], [1, 130, 101, 223, 1]]","[9, 1]",{},{}
633,633,2,"[[136, 114, 293, 231, 0.9999], [7, 125, 101, 231, 0.9224]]","[[136, 115, 295, 227, 9], [3, 129, 102, 225, 1]]","[9, 1]",{},{}
634,634,2,"[[133, 110, 290, 239, 0.9994], [3, 129, 104, 227, 0.7082]]","[[132, 115, 292, 232, 9], [3, 129, 103, 226, 1]]","[9, 1]",{},{}
635,635,2,"[[115, 101, 290, 236, 0.9837], [5, 125, 102, 229, 0.8224]]","[[121, 108, 289, 233, 9], [4, 127, 102, 226, 1]]","[9, 1]",{},{}
636,636,3,"[[99, 103, 258, 223, 0.9989], [3, 129, 106, 224, 0.9821], [169, 183, 292, 337, 0.9688]]","[[103, 103, 269, 227, 9], [162, 181, 296, 338, 7], [4, 127, 104, 225, 1]]","[9, 7, 1]",{},{}
