,Frame,Num_detections,Yolo_det,sort_tracks,sort_track_nums,iou_RFID,read_outs
151,151,2,"[[434, 208, 499, 338, 0.9996], [17, 131, 108, 252, 0.996]]","[[433, 209, 499, 337, 2], [16, 132, 108, 249, 1]]","[2, 1]",{},{}
152,152,2,"[[434, 208, 499, 339, 0.9996], [17, 130, 106, 253, 0.9964]]","[[433, 209, 499, 338, 2], [16, 131, 107, 250, 1]]","[2, 1]",{},{}
153,153,2,"[[433, 208, 499, 338, 0.9995], [17, 131, 108, 252, 0.9971]]","[[433, 209, 498, 338, 2], [16, 131, 107, 251, 1]]","[2, 1]",{},{}
154,154,2,"[[433, 210, 498, 336, 0.9994], [20, 133, 105, 255, 0.9987]]","[[433, 209, 498, 337, 2], [17, 132, 106, 253, 1]]","[2, 1]",{},{}
155,155,2,"[[434, 209, 498, 337, 0.9996], [20, 134, 105, 254, 0.9993]]","[[433, 209, 498, 337, 2], [18, 133, 106, 253, 1]]","[2, 1]",{},{}
156,156,2,"[[434, 209, 498, 337, 0.9996], [20, 131, 107, 257, 0.9989]]","[[433, 209, 498, 337, 2], [19, 133, 107, 254, 1]]","[2, 1]",{},{}
157,157,2,"[[434, 205, 498, 340, 0.9998], [18, 132, 107, 250, 0.9997]]","[[433, 208, 498, 337, 2], [18, 131, 106, 252, 1]]","[2, 1]",{},{}
158,158,2,"[[436, 206, 498, 338, 0.9997], [17, 129, 109, 254, 0.9997]]","[[434, 207, 498, 337, 2], [18, 130, 107, 252, 1]]","[2, 1]",{},{}
159,159,2,"[[437, 205, 498, 339, 0.9998], [18, 135, 109, 251, 0.9998]]","[[435, 206, 498, 337, 2], [18, 132, 108, 252, 1]]","[2, 1]",{},{}
160,160,2,"[[17, 135, 108, 250, 0.9998], [436, 205, 498, 338, 0.9998]]","[[435, 206, 498, 337, 2], [17, 133, 107, 251, 1]]","[2, 1]",{},{}
161,161,2,"[[434, 208, 499, 336, 0.9995], [17, 131, 110, 249, 0.9986]]","[[435, 207, 498, 337, 2], [17, 131, 108, 250, 1]]","[2, 1]",{},{}
162,162,2,"[[434, 211, 500, 334, 0.9993], [16, 129, 108, 252, 0.9986]]","[[434, 208, 498, 336, 2], [16, 130, 108, 250, 1]]","[2, 1]",{},{}
163,163,2,"[[434, 207, 499, 335, 0.9997], [17, 130, 109, 253, 0.9997]]","[[434, 207, 498, 335, 2], [17, 130, 108, 251, 1]]","[2, 1]",{},{}
164,164,2,"[[17, 129, 108, 255, 0.9998], [433, 208, 501, 334, 0.9995]]","[[434, 207, 499, 334, 2], [16, 130, 108, 252, 1]]","[2, 1]",{},{}
165,165,2,"[[16, 130, 109, 252, 0.9998], [436, 209, 500, 338, 0.9986]]","[[435, 209, 499, 336, 2], [16, 130, 108, 252, 1]]","[2, 1]",{},{}
166,166,2,"[[16, 133, 111, 248, 0.9998], [433, 215, 499, 354, 0.9989]]","[[434, 215, 499, 345, 2], [16, 130, 109, 250, 1]]","[2, 1]",{},{}
167,167,2,"[[15, 133, 111, 249, 0.9998], [437, 211, 500, 336, 0.9979]]","[[435, 211, 500, 340, 2], [16, 131, 109, 250, 1]]","[2, 1]",{},{}
168,168,2,"[[15, 133, 112, 249, 0.9997], [439, 209, 499, 337, 0.9973]]","[[437, 210, 500, 338, 2], [16, 131, 110, 250, 1]]","[2, 1]",{},{}
169,169,2,"[[17, 130, 109, 253, 0.9995], [438, 205, 499, 336, 0.9923]]","[[437, 207, 499, 336, 2], [16, 131, 110, 250, 1]]","[2, 1]",{},{}
170,170,2,"[[19, 135, 109, 251, 0.9998], [435, 215, 505, 331, 0.9744]]","[[437, 210, 501, 334, 2], [17, 133, 110, 251, 1]]","[2, 1]",{},{}
171,171,2,"[[18, 134, 111, 252, 0.9993], [438, 210, 502, 330, 0.9552]]","[[437, 209, 502, 332, 2], [17, 133, 110, 252, 1]]","[2, 1]",{},{}
172,172,2,"[[18, 134, 111, 251, 0.9994], [432, 213, 503, 333, 0.975]]","[[435, 211, 501, 333, 2], [17, 133, 110, 251, 1]]","[2, 1]",{},{}
173,173,2,"[[17, 134, 113, 249, 0.9998], [427, 206, 501, 343, 0.9126]]","[[431, 210, 499, 336, 2], [17, 133, 111, 250, 1]]","[2, 1]",{},{}
174,174,2,"[[18, 135, 110, 251, 0.9999], [424, 209, 498, 340, 0.9769]]","[[427, 210, 497, 338, 2], [17, 134, 110, 251, 1]]","[2, 1]",{},{}
175,175,2,"[[16, 135, 111, 250, 0.9995], [405, 217, 492, 347, 0.9946]]","[[415, 215, 490, 343, 2], [16, 134, 110, 250, 1]]","[2, 1]",{},{}
176,176,2,"[[19, 136, 113, 248, 0.9978], [369, 210, 493, 349, 0.3499]]","[[394, 213, 482, 345, 2], [18, 134, 112, 249, 1]]","[2, 1]",{},{}
177,177,2,"[[364, 242, 495, 352, 0.9991], [17, 139, 112, 244, 0.9987]]","[[381, 229, 481, 353, 2], [17, 135, 111, 247, 1]]","[2, 1]",{},{}
178,178,2,"[[17, 136, 108, 246, 0.9955], [369, 247, 490, 353, 0.9916]]","[[376, 238, 482, 356, 2], [16, 135, 110, 247, 1]]","[2, 1]",{},{}
179,179,2,"[[17, 136, 109, 247, 0.9964], [357, 258, 487, 363, 0.9829]]","[[367, 249, 479, 363, 2], [16, 135, 109, 247, 1]]","[2, 1]",{},{}
180,180,2,"[[346, 261, 487, 367, 0.9991], [17, 133, 108, 250, 0.9932]]","[[357, 256, 478, 368, 2], [16, 134, 108, 247, 1]]","[2, 1]",{},{}
181,181,2,"[[17, 132, 107, 258, 0.9815], [312, 279, 470, 383, 0.9715]]","[[333, 270, 464, 380, 2], [16, 135, 108, 251, 1]]","[2, 1]",{},{}
182,182,2,"[[17, 136, 106, 254, 0.9929], [304, 288, 448, 392, 0.9744]]","[[315, 282, 449, 390, 2], [16, 136, 107, 252, 1]]","[2, 1]",{},{}
183,183,2,"[[312, 286, 466, 383, 0.991], [15, 136, 109, 252, 0.9838]]","[[314, 284, 454, 388, 2], [15, 136, 107, 252, 1]]","[2, 1]",{},{}
184,184,2,"[[324, 279, 479, 374, 0.9961], [16, 136, 108, 250, 0.9939]]","[[321, 280, 466, 382, 2], [15, 135, 107, 251, 1]]","[2, 1]",{},{}
185,185,2,"[[323, 280, 481, 371, 0.981], [17, 136, 108, 247, 0.9749]]","[[323, 279, 472, 378, 2], [16, 134, 108, 249, 1]]","[2, 1]",{},{}
186,186,2,"[[318, 277, 485, 382, 0.9951], [15, 135, 108, 248, 0.9871]]","[[322, 279, 476, 380, 2], [15, 134, 107, 248, 1]]","[2, 1]",{},{}
187,187,2,"[[336, 270, 488, 376, 0.9989], [15, 136, 109, 249, 0.9913]]","[[329, 275, 483, 377, 2], [15, 135, 108, 249, 1]]","[2, 1]",{},{}
188,188,2,"[[16, 135, 109, 248, 0.9945], [338, 274, 480, 378, 0.9628]]","[[332, 275, 482, 378, 2], [15, 134, 108, 248, 1]]","[2, 1]",{},{}
189,189,2,"[[15, 136, 110, 248, 0.9941], [349, 273, 478, 376, 0.9595]]","[[338, 274, 483, 377, 2], [15, 135, 109, 248, 1]]","[2, 1]",{},{}
190,190,2,"[[16, 136, 111, 248, 0.99], [355, 274, 475, 376, 0.8511]]","[[344, 274, 482, 377, 2], [16, 135, 109, 248, 1]]","[2, 1]",{},{}
191,191,2,"[[15, 136, 111, 247, 0.9941], [357, 273, 479, 371, 0.4365]]","[[349, 273, 482, 374, 2], [15, 135, 110, 247, 1]]","[2, 1]",{},{}
192,192,2,"[[17, 133, 109, 252, 0.9913], [358, 274, 479, 371, 0.2931]]","[[352, 273, 482, 373, 2], [16, 135, 109, 249, 1]]","[2, 1]",{},{}
193,193,2,"[[18, 132, 106, 250, 0.9981], [344, 294, 473, 390, 0.0889]]","[[346, 286, 476, 385, 2], [16, 133, 108, 248, 1]]","[2, 1]",{},{}
194,194,2,"[[19, 132, 108, 250, 0.9983], [342, 294, 475, 391, 0.113]]","[[343, 291, 474, 390, 2], [17, 133, 108, 249, 1]]","[2, 1]",{},{}
195,195,2,"[[19, 134, 109, 249, 0.9995], [344, 294, 478, 394, 0.1306]]","[[344, 294, 475, 393, 2], [18, 133, 109, 249, 1]]","[2, 1]",{},{}
196,196,2,"[[22, 134, 108, 251, 0.9991], [343, 294, 472, 392, 0.0598]]","[[342, 294, 473, 393, 2], [19, 134, 109, 250, 1]]","[2, 1]",{},{}
197,197,2,"[[21, 134, 108, 250, 0.9987], [344, 295, 471, 391, 0.1413]]","[[342, 295, 472, 393, 2], [20, 134, 109, 249, 1]]","[2, 1]",{},{}
198,198,2,"[[22, 136, 108, 246, 0.9987], [344, 295, 470, 391, 0.2466]]","[[342, 295, 471, 392, 2], [20, 134, 108, 248, 1]]","[2, 1]",{},{}
199,199,2,"[[21, 136, 107, 247, 0.9987], [346, 296, 472, 392, 0.4938]]","[[343, 296, 472, 393, 2], [20, 134, 108, 248, 1]]","[2, 1]",{},{}
200,200,2,"[[20, 134, 107, 249, 0.9979], [347, 293, 475, 395, 0.412]]","[[345, 295, 473, 394, 2], [20, 134, 107, 248, 1]]","[2, 1]",{},{}
201,201,2,"[[22, 132, 105, 252, 0.9969], [345, 296, 478, 393, 0.1118]]","[[345, 296, 475, 394, 2], [20, 134, 106, 249, 1]]","[2, 1]",{},{}
202,202,2,"[[20, 133, 107, 251, 0.9978], [346, 293, 481, 397, 0.3486]]","[[346, 295, 478, 395, 2], [20, 133, 106, 249, 1]]","[2, 1]",{},{}
203,203,2,"[[18, 128, 106, 254, 0.9989], [350, 294, 484, 398, 0.5244]]","[[349, 295, 481, 396, 2], [19, 131, 105, 250, 1]]","[2, 1]",{},{}
204,204,2,"[[20, 131, 106, 246, 0.9921], [350, 294, 481, 399, 0.7694]]","[[349, 295, 481, 397, 2], [19, 130, 106, 248, 1]]","[2, 1]",{},{}
205,205,2,"[[16, 127, 110, 252, 0.9819], [347, 296, 480, 400, 0.5656]]","[[348, 296, 480, 399, 2], [18, 129, 107, 249, 1]]","[2, 1]",{},{}
206,206,2,"[[16, 126, 108, 257, 0.9968], [348, 297, 479, 400, 0.5333]]","[[347, 297, 479, 400, 2], [17, 129, 107, 252, 1]]","[2, 1]",{},{}
207,207,2,"[[17, 132, 107, 251, 0.9926], [351, 296, 480, 400, 0.4783]]","[[349, 297, 480, 400, 2], [17, 130, 106, 252, 1]]","[2, 1]",{},{}
208,208,2,"[[17, 132, 108, 250, 0.9956], [348, 292, 479, 397, 0.4667]]","[[348, 294, 479, 398, 2], [17, 130, 107, 251, 1]]","[2, 1]",{},{}
209,209,2,"[[17, 125, 108, 260, 0.9889], [363, 281, 483, 377, 0.9501]]","[[355, 284, 484, 386, 2], [17, 129, 107, 254, 1]]","[2, 1]",{},{}
210,210,2,"[[19, 126, 107, 262, 0.9946], [363, 263, 490, 376, 0.9927]]","[[360, 272, 488, 377, 2], [17, 129, 107, 257, 1]]","[2, 1]",{},{}
211,211,2,"[[367, 258, 486, 369, 0.999], [21, 132, 107, 257, 0.9985]]","[[363, 263, 488, 370, 2], [19, 130, 108, 257, 1]]","[2, 1]",{},{}
212,212,2,"[[20, 127, 107, 259, 0.9984], [368, 257, 478, 365, 0.9887]]","[[363, 259, 485, 365, 2], [19, 129, 107, 257, 1]]","[2, 1]",{},{}
213,213,2,"[[18, 127, 106, 257, 0.9973], [353, 257, 481, 372, 0.9841]]","[[358, 258, 481, 367, 2], [18, 128, 106, 256, 1]]","[2, 1]",{},{}
214,214,2,"[[19, 125, 105, 263, 0.9992], [339, 269, 468, 370, 0.8788]]","[[346, 263, 471, 370, 2], [18, 127, 106, 259, 1]]","[2, 1]",{},{}
215,215,2,"[[20, 127, 105, 261, 0.9996], [310, 275, 446, 380, 0.9987]]","[[324, 270, 452, 376, 2], [18, 127, 105, 259, 1]]","[2, 1]",{},{}
216,216,2,"[[20, 129, 105, 259, 0.9999], [291, 272, 449, 381, 0.9996]]","[[307, 271, 443, 378, 2], [19, 128, 105, 259, 1]]","[2, 1]",{},{}
217,217,2,"[[17, 132, 111, 254, 0.9997], [280, 277, 447, 380, 0.9989]]","[[294, 274, 438, 380, 2], [19, 129, 107, 257, 1]]","[2, 1]",{},{}
218,218,2,"[[17, 134, 113, 251, 0.9996], [253, 278, 429, 376, 0.9658]]","[[271, 275, 425, 378, 2], [19, 130, 109, 255, 1]]","[2, 1]",{},{}
219,219,2,"[[19, 135, 112, 252, 0.9998], [229, 281, 414, 376, 0.9725]]","[[247, 277, 410, 378, 2], [19, 131, 110, 254, 1]]","[2, 1]",{},{}
220,220,2,"[[180, 285, 404, 367, 0.9999], [22, 138, 111, 250, 0.9999]]","[[212, 279, 392, 373, 2], [20, 133, 111, 253, 1]]","[2, 1]",{},{}
221,221,2,"[[171, 287, 399, 373, 0.9996], [23, 138, 113, 251, 0.9992]]","[[191, 282, 384, 374, 2], [22, 135, 112, 253, 1]]","[2, 1]",{},{}
222,222,2,"[[182, 278, 359, 371, 0.9996], [24, 137, 116, 250, 0.9984]]","[[178, 279, 368, 372, 2], [23, 135, 114, 252, 1]]","[2, 1]",{},{}
223,223,2,"[[171, 271, 355, 376, 0.9999], [24, 138, 116, 250, 0.9988]]","[[169, 276, 357, 372, 2], [24, 136, 115, 251, 1]]","[2, 1]",{},{}
224,224,2,"[[163, 267, 334, 374, 1.0], [22, 138, 113, 251, 0.9981]]","[[158, 272, 342, 370, 2], [22, 137, 114, 251, 1]]","[2, 1]",{},{}
225,225,2,"[[156, 268, 335, 373, 1.0], [21, 138, 115, 250, 0.9979]]","[[152, 270, 335, 370, 2], [22, 137, 114, 251, 1]]","[2, 1]",{},{}
226,226,2,"[[153, 264, 333, 371, 0.9999], [22, 136, 116, 249, 0.9959]]","[[148, 267, 331, 369, 2], [22, 136, 115, 249, 1]]","[2, 1]",{},{}
227,227,2,"[[163, 263, 316, 363, 0.9991], [21, 137, 112, 248, 0.9939]]","[[149, 263, 323, 365, 2], [21, 136, 113, 249, 1]]","[2, 1]",{},{}
228,228,2,"[[24, 136, 106, 253, 0.9986], [156, 260, 300, 364, 0.9985]]","[[144, 261, 311, 363, 2], [21, 136, 110, 250, 1]]","[2, 1]",{},{}
229,229,2,"[[155, 261, 297, 365, 0.9989], [20, 138, 105, 247, 0.9984]]","[[143, 261, 303, 363, 2], [19, 136, 107, 249, 1]]","[2, 1]",{},{}
230,230,2,"[[19, 139, 107, 247, 0.9997], [152, 263, 293, 367, 0.9986]]","[[142, 262, 297, 365, 2], [19, 137, 107, 248, 1]]","[2, 1]",{},{}
231,231,2,"[[18, 137, 105, 245, 0.9976], [156, 264, 283, 359, 0.9949]]","[[143, 261, 290, 362, 2], [18, 136, 105, 246, 1]]","[2, 1]",{},{}
232,232,2,"[[17, 140, 106, 241, 0.9984], [157, 267, 280, 358, 0.9572]]","[[144, 262, 285, 361, 2], [17, 137, 105, 244, 1]]","[2, 1]",{},{}
233,233,2,"[[17, 136, 108, 246, 0.9992], [164, 267, 246, 362, 0.9822]]","[[143, 264, 268, 362, 2], [17, 136, 106, 245, 1]]","[2, 1]",{},{}
234,234,2,"[[17, 139, 109, 244, 0.999], [162, 270, 245, 359, 0.957]]","[[145, 265, 258, 361, 2], [17, 137, 107, 244, 1]]","[2, 1]",{},{}
235,235,2,"[[18, 138, 109, 241, 0.9968], [159, 265, 243, 361, 0.9761]]","[[146, 265, 251, 360, 2], [18, 137, 108, 243, 1]]","[2, 1]",{},{}
236,236,2,"[[18, 140, 107, 240, 0.9747], [162, 267, 239, 358, 0.7239]]","[[149, 265, 246, 359, 2], [17, 137, 107, 242, 1]]","[2, 1]",{},{}
237,237,2,"[[21, 141, 109, 242, 0.9867], [162, 268, 239, 360, 0.865]]","[[151, 266, 243, 360, 2], [19, 139, 108, 242, 1]]","[2, 1]",{},{}
238,238,2,"[[17, 141, 109, 246, 0.9977], [162, 268, 237, 360, 0.8114]]","[[153, 267, 240, 360, 2], [18, 140, 108, 244, 1]]","[2, 1]",{},{}
239,239,2,"[[16, 138, 112, 247, 0.9841], [162, 267, 240, 359, 0.6307]]","[[155, 266, 240, 359, 2], [17, 139, 109, 245, 1]]","[2, 1]",{},{}
240,240,2,"[[18, 141, 111, 242, 0.9797], [164, 268, 237, 358, 0.3506]]","[[157, 267, 238, 358, 2], [18, 139, 110, 243, 1]]","[2, 1]",{},{}
241,241,2,"[[18, 140, 116, 244, 0.9985], [162, 267, 238, 359, 0.5147]]","[[158, 267, 237, 358, 2], [19, 139, 112, 243, 1]]","[2, 1]",{},{}
242,242,2,"[[22, 144, 110, 240, 0.982], [156, 270, 230, 357, 0.2611]]","[[154, 268, 232, 358, 2], [20, 141, 112, 242, 1]]","[2, 1]",{},{}
243,243,2,"[[22, 144, 109, 243, 0.9953], [154, 270, 229, 358, 0.2731]]","[[152, 268, 229, 358, 2], [20, 142, 111, 243, 1]]","[2, 1]",{},{}
244,244,2,"[[22, 142, 108, 245, 0.9983], [155, 268, 231, 359, 0.1033]]","[[152, 268, 229, 358, 2], [20, 142, 109, 244, 1]]","[2, 1]",{},{}
245,245,2,"[[23, 144, 108, 241, 0.9976], [155, 267, 227, 361, 0.1652]]","[[152, 268, 227, 358, 2], [21, 142, 109, 242, 1]]","[2, 1]",{},{}
246,246,2,"[[23, 144, 111, 245, 0.9991], [52, 246, 221, 331, 0.2313]]","[[149, 268, 224, 358, 2], [22, 143, 110, 244, 1]]","[2, 1]",{},{}
247,247,1,"[[22, 144, 111, 246, 0.9977], [43, 248, 218, 330, 0.6622]]","[[22, 144, 110, 245, 1]]",[1],{},{}
